title,type,material,color,size,dimensions,weight,region,packer_name,price,description,food_preference,no_onion_garlic,shelf_life_days,flavour_variant,speciality_or_feature
"
   			Narayani Spices 200 gm Haldi (Turmeric) ( Pack of 3 )",Powdered_spices,,,,,,India,"ARYAMANISH FOODS PRIVATE LIMITED, Shobhapur, Murarpur, Barabanki",209.0,"
							Enhance your culinary creations with our premium Haldi, Dhaniya, and Lal Mirch powders. Our Haldi powder offers earthy warmth, Dhaniya powder adds a fresh, citrusy flavor, and Lal Mirch powder brings vibrant heat. Perfect for curries, marinades, and daily cooking.",Vegetarian,,365,"Pack Of 3 | Haldi Powder , Dhaniya Powder, Lal Mirch Powder",
"
   			Nutrixia Food PIPPER Powder Long Pepper (Pippali) Powder Powder 100 gm",Powdered_spices,,,,,,Mumbai,Nutrixia Food Navi Mumbai,173.0,"
							PIPPER Powder Long Pepper (Pippali) Powder,Piper longum",Vegetarian,,,PIPPER Powder Long Pepper (Pippali) Powder,Natural
"
   			Agri Club Cinnamon Powder 100g, Mint Leaves Powder 100g, Clove Powder 100g (Pack of 3)",Powdered_spices,,,,,,India,"Shri hari industries, F-103, Bichwal ind. Area, bikaner",239.0,"
							Agri Club offer a fine assortment of premium quality Spice Combo . These are carefully packed while using particular food grade packaging material to preserve both the freshness and increase the longer shelf life. Products are quality tested and can be availed from us at best affordable prices. We are well recognized as a prestigious association, engaged in importing as well exporting nutritious range of groceries. Products are processed by highly experienced experts, under complete clean and hygienic conditions and in complete observance with the established norms and rules of the industry. All these products are grown as well as processed under hygienic conditions according to the industry laid customs and instructions. The products we offer are widely praised in the market for their top quality.",Vegetarian,,,natural spices,
"
   			AGRICLUB Amchur Powder 200 gm",Powdered_spices,,,,,,Rajasthan,"Shri Hari Industries, Bikaner, Rajasthan",137.0,"
							Amchoor powder or Green Mango Powder. Available from the Spice Amchoor or Amchur powder is a fine, off-white powder with a tarty, sour & tangy flavour.",Vegetarian,,,Amchur,
"
   			AGRI CLUB Amchur Powder 250 gm",Powdered_spices,,,,,,India,"Shri Hari Industries, F-103, Bichwal Ind. Area, Bikaner",173.0,"
							Dry Mango Powder is a very commonly used ingredient that adds a peppy tang to dishes ranging from snacks and chaats to parathas and subzis.Apart from adding flavour, colour and taste to the food Agri Club Organic Amchur powder comprises various health benefits. It contains many nutrients including Vitamin ,A, E and C, and antioxidants.Amchur powder is a must for many okra curries and legume dishes, a common ingredient in chaat masalas, and a key flavor in chutneys, pickles, marinades, and complex, layered curries.",Vegetarian,,,Amchur,
"
   			Mirza Sahab Sambhar Masala Instant Mix 50 gm Pack of 4",Powdered_spices,,,,,,Delhi,"Mirza Sahab, B-5 Nizamuddin West New Delhi-110013",173.0,No description available.,Vegetarian,,,,
"
   			Alco Spices - 200 gm Meat Masala Powder (Pack of 1)",Powdered_spices,,,,,,India,"Alco Food Private Limited Hirapur, Tendua Road, Post –Tendua, Via, Tatibandh, Raipur, Chhattisgarh 492009",147.0,"
							ALCO  Meat Masala Powder is made from all Natural ingredients using advanced technology with low grinding temperature to retain its natural flavor notes.",Vegetarian,,,Meat Masala,Gluten Free
"
   			UPPAL SONS JEERA POWDER Powder 250 gm",Powdered_spices,,,,,,India,UPPAL SONS,178.0,"
							Cumin has a potent, unique and somewhat bitter flavor that is essential in Indian curries as well as good chili.",Vegetarian,,,JEERA POWDER,Natural
"
   			AGRI CLUB Lemon Powder 100 gm",Powdered_spices,,,,,,India,NA,113.0,No description available.,Vegetarian,,,Lemon,Gluten Free
"
   			UPPAL SONS SAUNF POWDER Powder 250 gm",Powdered_spices,,,,,,India,UPPAL SONS,160.0,"
							SAUNF POWDER",Vegetarian,,,SAUNF POWDER,Natural
"
   			Spice Park 200 gm Jeera (Cumin) ( Pack of 1 )",Powdered_spices,,,,,,Rajasthan,"MAHAVEER MARKETING, MATA KA THAN, JODHPUR, RAJASTHAN",212.0,"
							Chilli flakes can be used while cooking or can be sprinkled on top. They are widely used in Indian, Mexican, Thai and Italian cuisine. We brings you 100% naturally grown condiments to spice up your meal. They add a dash of fiery zing to the Pastas, Pizzas, Sandwiches as well as salads and Burgers .Go Ahead and give your taste buds that burst of lip smacking hotness. Use oregano flakes for pizza and other Italian, Continental and even Indian food. The oregano seasoning is manufactured responsibly, using the highest quality of ingredients and market practices and are perfect for seasoning your dishes and adding that exotic touch of flavour",Vegetarian,,,"OREGANO, CHILLI FLAKES",
"
   			AGRI CLUB Instant Madrasi Sambar Mix Powder 400 gm(Pack of 2 x 200 gms)",Powdered_spices,,,,,,India,"Shri hari industries, F-103, Bichwal ind. Area, bikaner",233.0,"
							It is a wonder recipe from the South India.It can be rightly described as an 'exclusive health food.It will be served with idli, chappathi, rice etc.Made from selective spices.Country of Origin: India",Vegetarian,,,Instant Madrasi Sambar Mix,No Artifical Flavours
"
   			Agri Club Tamarind Powder, Imli Powder 400gm",Powdered_spices,,,,,,India,shri hari industries,253.0,"
							These are carefully packed while using particular food grade packaging material to preserve both the freshness and increase the longer shelf life. Products are quality tested and can be availed from us at best affordable prices.",Vegetarian,,,Tamarind,Gluten Free
"
   			Agri Club Dry Ginger/ Sunth Powder 100gm",Powdered_spices,,,,,,Rajasthan,"Shri Hari Industries, Bikaner, Rajasthan",137.0,"
							Dry ginger powder is widely used in the kitchen to add flavor and aroma. The powder is extracted from the ginger root which is dried. It is a fine off-white or slightly brownish powder that has a strong aroma and a pungent flavour. Easy to store, ginger powder has a long shelf life of about one year.",Vegetarian,,,Ginger,
"
   			Nutrixia Food SHUDH GUGGAL PODWER Powder 480 gm",Powdered_spices,,,,,,Mumbai,Nutrixia Food Navi Mumbai,624.0,"
							SHUDH GUGGAL PODWER",Vegetarian,,,SHUDH GUGGAL PODWER,Natural
"
   			Agri Club Pizza Seasoning 30g, Chilli Flakes 40g, Oregano flakes 25g, (Pack of 3)",Powdered_spices,,,,,,India,"Shri hari industries, F-103, Bichwal ind. Area, bikaner",197.0,"
							Agri Club offer a fine assortment of premium quality Spice Combo . These are carefully packed while using particular food grade packaging material to preserve both the freshness and increase the longer shelf life. Products are quality tested and can be availed from us at best affordable prices. We are well recognized as a prestigious association, engaged in importing as well exporting nutritious range of groceries. Products are processed by highly experienced experts, under complete clean and hygienic conditions and in complete observance with the established norms and rules of the industry. All these products are grown as well as processed under hygienic conditions according to the industry laid customs and instructions. The products we offer are widely praised in the market for their top quality.",Vegetarian,,,natural spices,
"
   			UPPAL SONS HALDI POWDER Powder 1000 gm",Powdered_spices,,,,,,India,UPPAL SONS,409.0,"
							HALDI POWDER",Vegetarian,,,HALDI POWDER,Natural
"
   			Agri Club Dessicated Coconut,Nariyal Burada 200Gm",Powdered_spices,,,,,,India,"Shri Hari Industries, F-103, Bichwal Ind. Area, Bikaner",104.0,"
							Enjoy the health benefits of nutritious Nurture Tree Desiccated Coconut from India. It is a good source of dietary fibre, Selenium, Manganese, and Copper. Contains no cholesterol or trans fats. Store in a cool, dry place after open.",Vegetarian,,,"Dessicated Coconut Powder, Nariyal Burada, Coconut",Gluten Free
"
   			UPPAL SONS TULSI POWDER Powder 900 gm",Powdered_spices,,,,,,Delhi,UPPAL SONS  BG-14  DR. AMBEDKAR NAGAR  NEW DELHI 110062,437.0,"
							Tulsi powder may support the respiratory function, immunity and health. Our Tulsi powder is made from the leaves of Ocimum sanctum. It has antioxidant, adaptogenic, antifungal, antiviral, antimicrobial & disinfectant properties. Tulsi is also known as the wellness herb",Vegetarian,,,TULSI POWDER,Natural
"
   			Agri Club Hing Powder 100gm",Powdered_spices,,,,,,India,shri hari industries,219.0,"
							These are carefully packed while using particular food grade packaging material to preserve both the freshness and increase the longer shelf life. Products are quality tested and can be availed from us at best affordable prices.",Vegetarian,,,Hing Powder,Gluten Free
"
   			UPPAL SONS - 250 gm Black Mustard Powder (Pack of 1)",Powdered_spices,,,,,,India,UPPAL SONS,104.0,"
							Mustard kernels, also known as Rai dal is mustard seeds with the skin removed, then roughly grounded. Mustard kernels are the main ingredient in making pickles. It is these kernels that give pickles the special tangy taste that makes Indian pickles famous throughout the world. Mustard kernels are the life and soul of mango pickle, without it, it would be incomplete.",Vegetarian,,,BLACK MUSTARD POWDER / SARSON POWDER,Natural
"
   			Masala Potli Dehydrated Garlic Powder 100% Pure & Natural Lahsun Powder Powder 200 gm",Powdered_spices,,,,,,India,Masala Potli INC,151.0,"
							Use as a Substitute of Fresh Garlic, PREMIUM Quality Dehydrated Garlic.AROMATIC & NATURAL FLAVOR | PURE VEGETARIAN | NO ARTIFICIAL FLAVORS | NO ARTIFICIAL PRESERVATIVES | NO ARTIFICIAL COLOR | HIGH-QUALITY PRODUCTUsed in Pizza Seasoning, Crostini, Canape, Garlic Breads, Pasta, Hakka Noddles, Fried Rice Used for Cooking Italian, Indian, Chinese, & Continental Dishes.Can also be used in Dry Soups Mixes, Sauces, Salad Dressings, Food Preparations, Vegetable Mixes, Food Stuffing & Fast FoodsMix with Butter and make a quick Garlic Spread.",Vegetarian,,,Dehydrated Garlic Powder 100% Pure & Natural Lahsun Powder,
"
   			Mirza Sahab Zafrani Moong Badam Halwa Instant Mix 150 gm Pack of 4",Powdered_spices,,,,,,Delhi,"Mirza Sahab, B-5 Nizamuddin West New Delhi-110013",272.0,No description available.,Vegetarian,,,,
"
   			Nutrixia Food Dashmool Powder Dashmool   Dashamoola - Dasmool Powder 100 gm",Powdered_spices,,,,,,Mumbai,Nutrixia Food Navi Mumbai,116.0,"
							Dashmool Powder -Dashmool - दशमूल -  Dashamoola - Dasmool - Dashmul-Dashamula",Vegetarian,,,Dashmool Powder Dashmool   Dashamoola - Dasmool,Natural
"
   			AGRI CLUB Cumin Powder, Jeera  Powder 100 gm",Powdered_spices,,,,,,India,,158.0,"
							Urban Spices cumin seed is one of the vital ingredients in preparation of chilli powder. It is an excellent source of iron. It has a strong aroma and distinctive flavour.",Vegetarian,,,"Cumin Powder, Jeera",Gluten Free
"
   			AGRI CLUB Moringa Seed Powder 1 kg",Powdered_spices,,,,,,India,SHRI HARI INDUSTRIES BIKANER,657.0,"
							Free from Harmful pesticides & no additives.Store in cool and dry place, avoid using wet spoon to handle this product. Comes in a jar for easy access.100 % pure and natural.The seed cake remaining after oil extraction is used as a fertilizer.Color of the product image may vary from the actual product. For More Product information check on Product Description tab below.",Vegetarian,,,Moringa Seed,Gluten Free
"
   			AGRI CLUB Aloevera Powder 250 gm",Powdered_spices,,,,,,India,"Shri hari industries, F-103, Bichwal ind. Area, bikaner, email id- agriclub42@gmail.com",115.0,No description available.,Vegetarian,,,Aloevera,
"
   			Nutrixia Food Arand Mool Powder- Castor Root - Arandi Jadd - Erand Mool Powder 50 gm",Powdered_spices,,,,,,Mumbai,Nutrixia Food Navi Mumbai,105.0,"
							Arand Mool Powder- Castor Root - Arandi Jadd - Erand Mool - Ricinus Communes",Vegetarian,,,Arand Mool Powder- Castor Root - Arandi Jadd - Erand Mool,Natural
"
   			Agri Club Flax Seed Powder 200gm",Powdered_spices,,,,,,India,"Shri Hari Industries, F-103, Bichwal Ind. Area, Bikaner",156.0,"
							Flax Seeds Are Loaded With NutrientsFlax Seeds Are High in Omga-3 FatsFlax Seeds Are a Rich Source of Lignans, Which May Reduce Cancer Risk",Vegetarian,,,Flax Seed,
"
   			UPPAL SONS - 50 gm Javitri Powder (Pack of 1)",Powdered_spices,,,,,,India,UPPAL SONS,241.0,"
							JAVITRI POWDER",Vegetarian,,,JAVITRI POWDER,Natural
"
   			SATVAM - 100 gm Hing (Pack of 1)",Powdered_spices,,,,,,India,"Satvam Nutrifoods Ltd. Survey No. 419-21-22, At. Amodara, Post - Rampura, Ta. Prantij, Dist. Sabarkantha - 383210.",152.0,"
							Hing is the resin extract obtained from Asafoetida plants, which is then refined and compounded to manufacture powdered hing. Apart from its application in cooking, hing is also utilized for therapeutic purposes. Hing is highly aromatic and hard substance which is why it is difficult to make a fine powder and is compounded using natural gum and wheat powder. Satvam’s low temperature cryogenic grinding technology allows smooth grinding of dry resin, which creates a very fine powder. To give your recipe a unique aroma and flavor, buy hing from Satvam Nutrifoods – one of the best hing manufacturer and exporter in India.",Vegetarian,,,Hing,No Added Colors
"
   			Nature's Gift Cheese Powder (Creamy Orange) Powder 200 gm",Powdered_spices,,,,,,India,TIRUPATI BALAJI ENTERPRISE,288.0,"
							Pure & Natural Premium QualityCheddar cheese powder makes a delicious and velvety smooth sauce for pasta, casseroles, or vegetables.It can also be sprinkled on popcorn, chips, pasta, baked potatoes, and other snacks for a cheesy kick!It can be added to pizza seasoning or any other seasoning to give extra cheesy kick.Add it on any meals for extra cheesy flavor.",Vegetarian,,,Cheese Powder (Creamy Orange),Natural
"
   			Natures Gift - 300 gm Lemon Powder (Pack of 2)",Powdered_spices,,,,,,India,"TIRUPATI BALAJI ENTERPRISE, BHAVNAGAR",481.0,"
							Pure & Natural Premium Quality Spray Dried PowderContains Tomato Powder : 100gm & Lemon Powder : 100 gm.Sprinkle tomato powder over pasta, pizzas, popcorn, salad dressing and baked potatoes for a classic tomato kickLemon juice powder can be used to make lemon juice or lemonade. It's also delicious mixed with salad dressing, stews, chilli’s, and sauces.",Vegetarian,,,Powder - 300 gm Each / 10.58 Oz Spice Jar - Spray-Dried | Ready to Use,GMO Free
"
   			UPPAL SONS CHILLY FLAKES Powder 500 gm",Powdered_spices,,,,,,India,UPPAL SONS,356.0,"
							CHILLY FLAKES",Vegetarian,,,CHILLY FLAKES,Natural
"
   			Alco Spices Chaat Masala Powder 100 gm Pack of 2",Powdered_spices,,,,,,India,"Alco Food Private Limited Hirapur, Tendua Road, Post –Tendua, Via, Tatibandh, Raipur, Chhattisgarh 492009",120.0,"
							ALCO Chaat Masala Powder is made from all Natural  ingredients using advanced technology with low grinding temperature to retain its natural flavor notes.",Vegetarian,,,Chaat Masala,Gluten Free
"
   			Nutrixia Food Black pepper powder- kala miri Powder 100 gm",Powdered_spices,,,,,,Mumbai,Nutrixia Food Navi Mumbai,142.0,"
							Black pepper powder- kala miri powder-kali miri",Vegetarian,,,Black pepper powder- kala miri,Natural
"
   			Mirza Sahab Meat Masala Instant Mix 50 gm Pack of 4",Powdered_spices,,,,,,Delhi,"Mirza Sahab, B-5 Nizamuddin West New Delhi-110013",182.0,No description available.,Vegetarian,,,,
"
   			UPPAL SONS JEERA POWDER Powder 800 gm",Powdered_spices,,,,,,India,UPPAL SONS,389.0,"
							JEERA POWDER",Vegetarian,,,JEERA POWDER,Natural
"
   			AGRICLUB Cinnamon Powder 200 gm",Powdered_spices,,,,,,Rajasthan,"Shri Hari Industries, Bikaner, Rajasthan",246.0,"
							Package Contain: Cinnamon Powder 100 gmWholesome flavour of authentic spicesFinest qualityCountry of Origin: India",Vegetarian,,,Cinnamon,
"
   			UPPAL SONS - 700 gm Anardana Powder (Pack of 1)",Powdered_spices,,,,,,India,UPPAL SONS,352.0,"
							Great for adding flavour to Indian curries and chutneys. Add a tang to salads, breads and flavoured dips.",Vegetarian,,,ANARDANA POWDER,Natural
"
   			Mirza Sahab Shami Kabab Masala Instant Mix 50 gm Pack of 4",Powdered_spices,,,,,,Delhi,"Mirza Sahab, B-5 Nizamuddin West New Delhi-110013",211.0,No description available.,Vegetarian,,,,
"
   			Nutrixia Food Reetha powder Soapnuts Aritha Powder 250 gm",Powdered_spices,,,,,,Mumbai,Nutrixia Food Navi Mumbai,132.0,"
							Reetha powder Soapnuts Aritha",Vegetarian,,,Reetha powder Soapnuts Aritha,Natural
"
   			UPPAL SONS - 1000 gm Anardana Powder (Pack of 1)",Powdered_spices,,,,,,India,UPPAL SONS,458.0,"
							Great for adding flavour to Indian curries and chutneys. Add a tang to salads, breads and flavoured dips.",Vegetarian,,,ANARDANA POWDER,Natural
